,City,Lat,Lon,Zipcode
799,Chicago,41.92725,-87.784884,60639
800,Chicago,41.921025,-87.797411,60707
801,Chicago,41.913501,-87.798766,60707
802,Chicago,41.909284,-87.78202,60639
803,Chicago,41.909398,-87.77574,60639
804,Chicago,41.923656,-87.80475,60707
805,Chicago,41.730226,-87.546507,60617
806,Chicago,41.657268,-87.60645,60827
807,Chicago,41.953497,-87.807168,60634
808,Chicago,41.948838,-87.806846,60634
809,Chicago,41.935167,-87.79579,60634
810,Chicago,41.934739,-87.784391,60634
811,Chicago,41.944648,-87.824259,60634
812,Chicago,41.944862,-87.815646,60634
813,Chicago,41.944851,-87.79926,60634
814,Chicago,41.79489,-87.584048,60637
815,Chicago,41.79947,-87.584165,60615
816,Chicago,41.89257,-87.614492,60611
817,Chicago,41.877761,-87.654822,60607
818,Chicago,41.899624,-87.668393,60622
819,Chicago,41.879248,-87.640007,60606
820,Chicago,41.878391,-87.641006,60606
821,Chicago,41.8807,-87.63947,60606
822,Chicago,41.926752,-87.634457,60614
823,Chicago,41.856802,-87.633879,60605
824,Chicago,41.884576,-87.63189,60601
825,Chicago,41.885613,-87.641868,60661
826,Chicago,41.882157,-87.641082,60661
827,Chicago,41.867132,-87.641095,60607
828,Chicago,41.875866,-87.640745,60607
829,Chicago,41.883459,-87.641163,60661
830,Chicago,41.909404,-87.677711,60622
831,Chicago,41.910578,-87.649422,60642
832,Chicago,41.879356,-87.629791,60604
833,Chicago,41.881311,-87.629541,60603
834,Chicago,41.884181,-87.629641,60602
835,Chicago,41.888611,-87.644442,60661
836,Chicago,41.89186,-87.62062,60611
837,Chicago,41.896802,-87.635638,60610
838,Chicago,41.877716,-87.635343,60606
839,Chicago,41.891599,-87.648389,60642
840,Chicago,41.880422,-87.642746,60661
841,Chicago,41.893821,-87.641806,60654
842,Chicago,41.87594,-87.630611,60602
843,Chicago,41.880937,-87.616783,60601
844,Chicago,41.897764,-87.642884,60610
845,Chicago,41.914723,-87.643374,60614
846,Chicago,41.91021,-87.6435,60610
847,Chicago,41.869388,-87.655475,60607
848,Chicago,41.851511,-87.61886,60616
849,Chicago,41.876166,-87.624432,60602
850,Chicago,41.886049,-87.62435,60601
851,Chicago,41.90096,-87.623777,60611
852,Chicago,41.897639,-87.623514,60611
853,Chicago,41.883779,-87.624686,60601
854,Chicago,41.881222,-87.62409,60601
855,Chicago,41.858086,-87.651073,60608
856,Chicago,41.894551,-87.653453,60642
857,Chicago,41.885483,-87.652305,60607
858,Chicago,41.8653,-87.617999,60605
859,Chicago,41.896372,-87.661,60642
860,Chicago,41.90068,-87.6626,60642
861,Chicago,41.896361,-87.654083,60642
862,Chicago,41.902924,-87.637715,60610
863,Chicago,41.857611,-87.619407,60605
864,Chicago,41.858182,-87.656501,60608
865,Chicago,41.87464,-87.65703,60607
866,Chicago,41.925597,-87.658368,60614
867,Chicago,41.918289,-87.636335,60610
868,Chicago,41.925602,-87.653708,60614
869,Chicago,41.910613,-87.653211,60642
870,Chicago,41.913688,-87.652855,60614
871,Chicago,41.873958,-87.62774,60602
872,Chicago,41.884724,-87.628054,60601
873,Chicago,41.877181,-87.627844,60604
874,Chicago,41.886844,-87.622411,60601
875,Chicago,41.867173,-87.625955,60605
